75
0,0.40,0.40,0.40,0.0,0.0,0.0,0.5,0.5,0,0.0,1.0,0.0,7.0,floor plane
0,1.00,1.00,1.00,0.0,0.0,0.0,0.5,0.5,0,0.0,-1.0,0.0,7.0,top plane
0,1.00,0.60,0.60,0.0,0.0,0.0,0.5,0.5,0,1.0,0.0,0.0,9.0,left wall
0,0.70,0.60,1.00,0.0,0.0,0.0,0.5,0.5,0,-1.0,0.0,0.0,9.0,right wall
0,0.50,0.50,0.50,0.0,0.0,0.0,0.5,0.5,0,0.0,0.0,-1.0,50.0,back wall
0,0.30,0.30,0.30,0.0,0.0,0.0,0.1,0.1,0,0.0,0.0,1.0,50.0,front wall
1,0.85,0.85,0.85,0.0,0.0,0.0,0.0,1.8,1,0.0,6.0,18.0,0.35,light source center
1,0.85,0.85,0.85,0.0,0.0,0.0,0.0,1.8,1,-3.0,6.0,20.0,0.35,light source right
1,0.85,0.85,0.85,0.0,0.0,0.0,0.0,1.8,1,3.0,6.0,20.0,0.35,light source left
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,-6.5,-6.0,37.0,1.0,small sphere 011
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,-4.5,-6.0,37.0,1.0,small sphere 012
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,-2.5,-6.0,37.0,1.0,small sphere 013
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,-0.5,-6.0,37.0,1.0,small sphere 014
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,1.5,-6.0,37.0,1.0,small sphere 015
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,3.5,-6.0,37.0,1.0,small sphere 016
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,5.5,-6.0,37.0,1.0,small sphere 017
1,1.00,1.00,1.00,0.8,0.0,0.0,0.0,0.8,0,-5.5,-6.0,34.0,1.0,small sphere 021
